product_name,current_contract_status,Shop,revenu_range,depenses_mensuelles,depenses_recurrentes,motivation_kit,kit_concurrence,cout_kit_credit,duree_pret_comprise,montant_correspondant,accord_penalites_retard,informer_code_ussd,numero_cx_communique,informer_5j_arrieres_45j,informer_90j_retard,metier,activite_professionnelle,traite_comprise
0,1,5,1,500000,0,1,0,1,1,1,1,1,1,1,1,1,1,1
0,1,9,1,500000,0,0,0,1,1,1,1,1,1,1,1,0,0,1
0,1,6,1,500000,1,4,0,1,1,1,1,1,1,1,1,1,9,1
0,1,15,3,500000,0,1,0,1,1,1,1,1,1,1,1,0,0,1
0,1,9,2,500000,1,0,0,1,1,1,1,1,1,1,1,0,6,1
0,1,8,3,500000,1,4,0,1,1,1,1,1,1,1,1,1,0,1
0,1,9,3,500000,1,4,0,1,1,1,1,1,1,1,1,0,0,1
0,1,10,3,500000,1,3,0,1,1,1,1,1,1,1,1,1,0,1
0,1,8,3,500000,0,1,0,1,1,1,1,1,1,1,1,0,0,1
0,1,8,0,500000,0,0,0,1,1,1,1,1,1,1,1,0,4,1
0,1,9,1,500000,1,4,0,1,1,1,1,1,1,1,1,1,8,1
0,1,15,1,500000,0,4,0,1,1,1,1,1,1,1,1,1,1,1
0,1,11,0,500000,0,0,0,1,1,1,1,1,1,1,1,0,1,1
0,1,11,1,500000,0,0,0,1,1,1,1,1,1,1,1,0,1,1
0,1,6,0,500000,1,0,0,1,1,1,1,1,1,1,1,0,0,1
0,1,9,3,500000,1,3,0,1,1,1,1,1,1,1,1,1,5,1
0,1,16,3,500000,0,1,0,1,1,1,1,1,1,1,1,0,0,1
0,1,8,3,500000,1,4,0,1,1,1,1,1,1,1,1,1,1,1
0,1,8,0,500000,0,0,0,1,1,1,1,1,1,1,1,1,1,1
0,1,5,3,500000,1,3,0,1,1,1,1,1,1,1,1,1,0,1
0,1,6,1,500000,0,0,0,1,1,1,1,1,1,1,1,0,1,1
0,1,16,3,500000,1,4,0,1,1,1,1,1,1,1,1,1,1,1
0,1,17,2,500000,1,1,0,1,1,1,1,1,1,1,1,1,5,1
0,1,3,0,500000,0,1,0,1,1,1,1,1,1,1,1,1,2,1
0,1,8,1,500000,0,1,0,1,1,1,1,1,1,1,1,1,7,1
0,1,3,3,500000,1,1,0,1,1,1,1,1,1,1,1,1,4,1
0,1,1,0,500000,1,1,0,1,1,1,1,1,1,1,1,0,6,1
0,1,3,0,500000,0,0,0,1,1,1,1,1,1,1,1,1,1,1
0,1,5,0,500000,0,4,0,1,1,1,1,1,1,1,1,1,12,1
0,1,5,0,500000,0,4,0,1,1,1,1,1,1,1,1,1,4,1
0,1,3,0,500000,0,8,0,1,1,1,1,1,1,1,1,1,8,1
0,1,9,3,500000,0,0,0,1,1,1,1,1,1,1,1,0,0,1
0,1,6,3,500000,1,4,0,1,1,1,1,1,1,1,1,0,0,1
0,1,5,1,500000,1,3,0,1,1,1,1,1,1,1,1,1,1,1
0,1,13,0,500000,1,4,0,1,1,1,1,1,1,1,1,1,1,1
0,1,13,1,500000,1,3,0,1,1,1,1,1,1,0,1,1,13,1
0,1,1,3,500000,0,1,0,1,1,1,1,1,1,1,1,1,1,1
0,1,5,1,500000,1,3,0,1,1,1,1,1,1,1,1,1,2,1
0,1,16,1,500000,0,1,0,1,1,1,1,1,1,1,1,1,7,1
0,1,10,1,500000,1,8,0,1,1,1,1,1,1,1,1,1,1,1
0,1,5,0,500000,0,1,0,1,1,1,1,1,1,1,1,1,7,1
0,1,11,0,500000,0,0,0,1,1,1,1,1,1,1,1,1,1,1
0,1,16,0,500000,1,4,0,1,1,1,1,1,1,1,1,1,4,1
0,1,5,0,500000,0,4,0,1,1,1,1,1,1,1,1,1,1,1
0,1,11,3,500000,1,8,0,1,1,1,1,1,1,1,1,1,4,1
0,1,3,1,500000,1,4,0,1,1,0,1,1,1,1,1,0,3,1
0,1,5,0,500000,1,1,0,1,1,1,0,1,1,1,1,1,6,1
0,1,0,1,500000,1,3,0,1,1,1,1,1,1,1,1,1,4,1
0,1,8,0,500000,0,0,0,1,1,1,1,1,1,1,1,0,0,1
0,1,8,1,500000,0,1,0,1,1,1,1,1,1,1,1,1,1,1
0,1,0,3,500000,1,1,0,1,1,1,1,1,1,1,1,0,0,1
0,1,6,3,500000,1,0,0,1,1,1,1,1,1,1,1,1,1,1
0,1,11,3,500000,0,1,0,1,1,1,1,1,1,1,1,0,0,1
0,1,10,3,500000,1,4,0,1,1,1,1,1,1,1,1,1,0,1
0,1,15,0,500000,0,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1,6,0,500000,0,1,0,1,1,1,1,1,1,1,1,1,1,1
0,1,6,3,500000,0,1,0,1,1,1,1,1,1,1,1,0,0,1
0,1,17,3,500000,1,1,0,1,1,1,1,1,1,1,1,1,5,1
0,1,9,3,500000,1,3,0,1,1,1,1,1,1,1,1,0,0,1
0,1,13,2,500000,1,1,0,1,1,1,1,1,1,1,1,1,2,1
0,1,0,0,500000,0,0,0,1,1,1,1,1,1,1,1,0,6,1
0,1,12,1,500000,0,9,0,1,1,1,1,1,1,1,1,1,6,1
0,1,9,2,500000,0,1,0,1,1,1,1,1,1,1,1,0,5,1
0,1,8,2,500000,0,1,0,1,1,1,1,1,1,1,1,0,0,1
0,1,11,3,500000,0,1,0,1,1,1,1,1,1,1,1,1,11,1
0,1,8,1,500000,0,1,0,1,1,1,1,1,1,1,1,1,1,1
0,1,0,1,500000,0,1,0,1,1,1,1,1,1,1,1,1,7,1
0,1,10,2,500000,1,1,0,1,1,1,1,1,1,1,1,1,1,1
0,1,9,3,500000,1,9,0,1,1,1,1,1,1,1,1,1,1,1
0,1,9,2,500000,0,1,0,1,1,1,1,1,1,1,1,0,0,1
0,1,2,0,500000,0,4,0,1,1,1,1,1,1,1,1,0,0,1
0,1,12,1,500000,0,0,0,1,1,1,1,1,1,1,1,0,0,1
0,1,9,3,500000,1,4,0,1,1,1,1,1,1,1,1,1,1,1
0,1,16,0,500000,0,1,0,1,1,1,1,1,1,1,1,1,2,1
0,1,12,2,500000,1,1,0,1,1,1,1,1,1,1,1,1,3,1
0,1,0,2,500000,0,0,0,1,1,1,1,1,1,1,1,0,0,1
0,1,6,3,500000,0,1,0,1,1,1,1,1,1,1,1,0,0,1
0,1,6,0,500000,0,1,0,1,1,1,1,1,1,1,1,1,2,1
0,1,10,3,500000,1,1,0,1,1,1,1,1,1,1,1,1,1,1
0,1,9,0,500000,0,1,0,1,1,1,1,1,1,1,1,1,5,1
0,1,11,2,500000,0,1,0,1,1,1,1,1,1,1,1,1,8,1
0,1,9,1,500000,0,4,0,1,1,1,1,1,1,1,1,1,7,1
0,1,9,2,500000,1,3,0,1,1,1,1,1,1,1,1,0,0,1
0,1,9,3,500000,1,1,0,1,1,1,1,1,1,1,1,1,1,1
0,1,13,2,500000,1,1,0,1,1,1,1,1,1,1,1,1,1,1
0,1,11,1,500000,0,1,0,1,1,1,1,1,1,1,1,1,6,1
0,1,8,3,500000,1,3,1,1,1,1,1,1,1,1,1,1,2,1
0,1,8,0,500000,0,0,0,1,1,1,1,1,1,1,1,0,0,1
0,1,3,0,500000,0,0,0,1,1,1,1,1,1,1,1,0,2,1
0,1,0,1,500000,1,3,0,1,1,1,1,1,1,1,1,1,4,1
0,1,10,0,500000,0,1,0,1,1,1,1,1,1,1,1,1,1,1
0,1,9,3,500000,1,3,0,1,1,1,1,1,1,1,1,1,0,1
0,1,15,3,500000,1,3,0,1,1,1,1,1,1,1,1,1,5,1
0,1,15,0,500000,0,1,0,1,1,1,1,1,1,1,1,1,2,1
0,1,8,1,500000,0,1,0,1,1,1,1,1,1,1,1,0,0,1
0,1,15,0,500000,0,1,0,1,1,1,1,1,1,1,1,1,1,1
0,1,9,2,500000,0,4,0,1,1,1,1,1,1,1,1,0,0,1
0,1,3,0,500000,1,3,0,1,1,1,1,1,1,1,1,1,1,1
0,1,10,2,500000,1,1,0,1,1,1,1,1,1,1,1,1,2,1
0,1,5,0,500000,1,1,0,1,1,1,1,1,1,1,1,1,4,1
0,1,11,1,500000,1,1,0,1,1,1,1,1,1,1,1,1,4,1
0,1,11,1,500000,1,1,0,1,1,1,1,1,1,1,1,1,4,1
0,1,11,1,500000,1,1,0,1,1,1,1,1,1,1,1,1,4,1
0,1,11,1,500000,1,1,0,1,1,1,1,1,1,1,1,1,4,1
0,1,7,1,500000,0,0,0,1,1,1,1,1,1,1,1,1,1,1
0,1,16,2,500000,0,1,0,1,1,1,1,1,1,1,1,1,5,1
0,1,9,1,500000,0,4,0,1,1,1,1,1,1,1,1,0,0,1
0,1,9,2,500000,0,1,0,1,1,1,1,1,1,1,1,1,5,1
0,1,9,2,500000,1,4,0,1,1,1,1,1,1,1,1,1,4,1
0,1,14,0,500000,1,1,0,1,1,1,1,1,1,1,1,0,0,1
0,1,0,0,500000,1,4,0,1,1,1,1,1,1,1,1,1,4,1
0,1,8,0,500000,0,0,0,1,1,1,1,1,1,1,1,0,0,1
0,1,8,3,500000,0,1,0,1,1,1,1,1,1,1,1,0,0,1
0,1,15,0,500000,1,0,0,1,1,1,1,1,1,1,1,1,1,1
0,1,14,1,500000,0,1,0,1,1,1,1,1,1,1,1,1,1,1
0,1,16,0,500000,0,1,0,1,1,1,1,1,1,1,1,1,1,1
0,1,11,3,500000,0,3,0,1,1,1,1,1,1,1,1,1,1,1
0,1,11,0,500000,0,0,0,1,1,1,1,1,1,1,1,0,1,1
0,1,8,1,500000,1,1,0,1,1,1,1,1,1,1,1,1,4,1
0,1,15,1,500000,0,0,0,1,1,1,1,1,1,1,1,1,1,1
0,1,9,3,500000,1,3,0,1,1,1,1,1,1,1,1,1,1,1
0,1,9,3,500000,1,1,1,1,1,1,1,1,1,1,1,0,0,1
0,1,12,0,500000,1,1,0,1,1,1,1,1,1,1,1,1,1,1
0,1,8,3,500000,1,3,0,1,1,1,1,1,1,1,1,1,2,1
0,1,5,2,500000,0,1,0,1,1,1,1,1,1,1,1,1,5,1
0,1,15,0,500000,0,0,0,1,1,1,1,1,1,1,1,0,0,1
0,1,12,3,500000,1,3,0,1,1,1,1,1,1,1,1,1,0,1
0,1,8,2,500000,0,0,0,1,1,1,1,1,1,1,1,0,0,1
0,1,12,3,500000,1,3,0,1,1,1,1,1,1,1,1,1,0,1
0,1,9,0,500000,0,0,0,1,1,1,1,1,1,1,1,0,0,1
0,1,7,1,500000,0,3,0,1,1,1,1,1,1,1,1,1,1,1
0,1,11,0,500000,0,0,0,1,1,1,1,1,1,1,1,0,1,1
0,1,5,1,500000,0,1,0,1,1,1,1,1,1,1,1,1,5,1
0,1,4,0,500000,0,0,0,1,1,1,1,1,1,1,1,1,6,1
0,1,13,1,500000,0,3,0,1,1,1,1,1,1,1,1,1,5,1
0,1,4,1,500000,0,0,0,1,1,1,1,1,1,1,1,0,0,1
0,1,5,1,500000,1,3,0,1,1,1,1,1,1,1,1,1,1,1
0,1,15,3,500000,0,0,0,1,1,1,1,1,1,1,1,0,1,1
0,1,15,0,500000,0,0,0,1,1,1,1,1,1,1,1,0,6,1
0,1,3,0,500000,0,0,0,1,1,1,1,1,1,1,1,0,7,1
0,1,5,0,500000,1,3,0,1,1,1,1,1,1,1,1,1,1,1
0,1,15,1,500000,0,0,0,1,1,1,1,1,1,1,1,1,9,1
0,1,15,1,500000,0,0,0,1,1,1,1,1,1,1,1,1,9,1
0,1,15,1,500000,1,0,0,1,1,1,1,1,1,1,1,1,8,1
0,1,15,0,500000,0,0,0,1,1,1,1,1,1,1,1,0,0,1
0,1,15,3,500000,0,3,0,1,1,1,1,1,1,1,1,0,0,1
0,1,15,0,600000,0,0,0,1,1,1,1,1,1,1,1,0,0,1
0,1,15,0,600000,0,0,0,1,1,1,1,1,1,1,1,0,0,1
0,1,4,3,600000,0,0,0,1,1,1,1,1,1,1,1,0,6,1
0,1,8,3,600000,0,3,0,1,1,1,1,1,1,1,1,0,8,1
0,1,8,0,600000,0,0,0,1,1,1,1,1,1,1,1,0,0,1
0,1,15,2,600000,1,1,0,1,1,1,1,1,1,1,1,1,4,1
0,1,5,1,600000,0,0,0,1,1,1,1,1,1,1,1,0,1,1
0,1,11,0,600000,0,0,0,1,1,1,1,1,1,1,1,1,2,1
0,1,11,3,600000,0,0,0,1,1,1,1,1,1,1,1,0,1,1
0,1,5,0,600000,1,3,0,1,1,1,1,1,1,1,1,1,4,1
0,1,5,1,600000,0,3,0,1,1,1,1,1,1,1,1,1,4,1
0,1,15,0,600000,0,0,0,1,1,1,1,1,1,1,1,1,8,1
0,1,15,0,600000,0,0,0,1,1,1,1,1,1,1,1,0,0,1
0,1,15,3,600000,0,3,0,1,1,1,1,1,1,1,1,1,11,1
0,1,15,3,600000,1,3,0,1,1,1,1,1,1,1,1,1,11,1
0,1,15,2,600000,0,0,0,1,1,1,1,1,1,1,1,1,13,1
0,1,15,3,600000,1,4,0,1,1,1,1,1,1,1,1,0,0,1
0,1,16,2,600000,0,1,0,1,1,1,1,1,1,1,1,1,13,1
0,1,0,1,600000,0,1,0,1,1,1,1,1,1,1,1,1,1,1
0,1,15,1,600000,0,0,0,1,1,1,1,1,1,1,1,1,1,1
0,1,10,1,600000,0,0,0,1,1,1,1,1,1,1,1,1,3,1
1,1,3,1,600000,0,0,0,1,1,1,1,1,1,1,1,1,4,1
1,1,17,2,600000,1,4,0,1,1,1,1,1,1,1,1,1,6,1
1,0,5,0,600000,0,0,0,1,1,1,1,1,1,1,1,1,5,1
1,1,8,0,600000,0,0,0,1,1,1,1,1,1,1,1,0,0,1
1,0,11,0,600000,1,0,0,1,1,1,1,1,1,1,1,1,1,1
1,1,1,3,600000,0,1,0,1,1,1,1,1,1,1,1,0,0,1
1,1,5,1,600000,1,3,0,1,1,1,1,1,1,1,1,1,7,1
1,1,5,1,600000,1,3,0,1,1,1,1,1,1,1,1,1,7,1
1,1,5,1,600000,1,3,0,1,1,1,1,1,1,1,1,1,7,1
1,1,13,2,600000,0,1,0,1,1,1,1,1,1,1,1,1,2,1
1,1,3,1,600000,0,0,0,1,1,1,1,1,1,1,1,0,0,1
1,1,16,3,600000,0,1,0,1,1,1,1,1,1,1,1,0,0,1
1,1,5,3,600000,1,0,0,1,1,1,1,1,1,1,1,1,5,1
1,1,10,2,600000,1,0,0,1,1,1,1,1,1,1,1,1,1,1
1,1,9,0,600000,0,0,0,1,1,1,1,1,1,1,1,0,1,1
1,1,6,2,600000,1,4,0,1,1,1,1,1,1,1,1,1,5,1
1,1,5,0,600000,1,0,0,1,1,1,1,1,1,1,1,1,1,1
1,1,3,1,600000,0,0,0,1,1,1,1,1,1,1,1,1,5,1
1,1,1,1,600000,0,0,0,1,1,1,1,1,1,1,1,1,6,1
1,1,3,0,600000,0,1,0,1,1,1,1,1,1,1,1,1,1,1
1,1,14,0,600000,0,0,0,1,1,1,1,1,1,1,1,0,0,1
1,1,3,1,600000,1,4,0,1,1,1,1,1,1,1,1,1,0,1
1,1,3,0,600000,0,8,0,1,1,1,1,1,1,1,1,1,1,1
1,1,14,0,600000,0,0,0,1,1,1,1,1,1,1,1,0,0,1
0,1,3,3,600000,1,3,0,1,1,1,1,1,1,1,1,1,5,1
1,1,3,3,600000,1,0,0,1,1,1,1,1,1,1,1,1,6,1
1,1,3,0,600000,1,0,0,1,1,1,1,1,1,1,1,1,7,1
1,1,17,0,600000,1,0,0,1,1,1,1,1,1,1,1,1,2,1
1,1,1,1,600000,0,1,0,1,1,1,1,1,1,1,1,1,7,1
1,1,17,0,600000,0,1,0,1,1,1,1,1,1,1,1,1,7,1
1,1,11,3,600000,0,0,0,1,1,1,1,1,1,1,1,0,0,1
1,1,16,0,600000,1,3,0,1,1,1,1,1,1,1,1,1,1,1
1,1,3,3,600000,0,1,0,1,1,1,1,1,1,1,1,0,0,1
1,1,1,0,600000,0,1,0,1,1,1,1,1,1,1,1,1,2,1
1,1,17,2,600000,1,0,0,1,1,1,1,1,1,1,1,1,2,1
1,1,3,1,600000,1,3,0,1,1,1,1,1,1,1,1,0,0,1
1,1,3,0,600000,0,3,0,1,1,1,1,1,1,1,1,1,4,1
1,1,13,1,600000,0,0,0,1,1,1,1,1,1,1,1,0,6,1
1,1,16,1,600000,0,1,0,1,1,1,1,1,1,1,1,1,5,1
1,1,11,2,600000,0,0,0,1,1,1,1,1,1,1,1,1,1,1
1,1,3,1,600000,1,0,0,1,1,1,1,1,1,1,1,1,1,1
1,1,15,0,600000,1,4,0,1,1,1,1,1,1,1,1,1,7,1
1,1,5,0,600000,0,0,0,1,1,1,1,1,1,1,1,0,1,1
1,1,5,0,600000,0,4,0,1,1,1,1,1,1,1,1,0,8,1
1,1,13,1,600000,0,0,0,1,1,1,1,1,1,1,1,1,5,1
1,1,3,1,600000,1,4,0,1,1,1,1,1,1,1,1,1,4,1
1,1,11,2,600000,0,1,0,1,1,1,1,1,1,1,1,1,1,1
1,1,9,2,600000,0,0,0,1,1,1,1,1,1,1,1,1,1,1
1,1,11,2,600000,0,1,0,1,1,1,1,1,1,1,1,1,1,1
1,1,3,0,600000,0,0,0,1,1,1,1,1,1,1,1,0,13,1
1,1,3,1,600000,0,1,0,1,1,1,1,1,1,1,1,1,5,1
0,1,6,1,600000,0,1,0,1,1,1,0,1,1,1,1,1,3,1
1,1,17,1,600000,1,0,0,1,1,1,1,1,1,1,1,1,5,1
1,1,17,3,600000,0,0,0,1,1,1,1,1,1,1,1,1,5,1
1,1,3,3,600000,1,4,0,1,1,1,1,1,1,1,1,1,2,1
1,1,3,0,600000,0,0,1,1,1,1,1,1,1,0,0,0,2,1
1,1,3,0,600000,1,3,0,1,1,1,1,1,1,1,1,0,1,1
1,1,5,1,600000,0,4,0,1,1,1,0,1,1,0,0,1,7,1
1,1,3,0,600000,1,4,0,1,1,1,1,1,1,1,1,1,1,1
1,1,3,2,600000,0,1,0,1,1,1,1,1,1,1,1,1,1,1
0,1,10,3,600000,1,3,0,1,1,1,1,1,1,1,1,0,0,1
0,1,10,2,600000,1,3,0,1,1,1,1,1,1,1,1,1,0,1
0,1,10,0,600000,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,10,0,600000,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,3,0,600000,0,0,0,0,0,1,0,1,1,0,0,1,2,0
